,location_ref,location_code,location_name,admin1_is_unspecified,admin2_is_unspecified,admin1_ref,admin1_code,admin1_name,admin2_ref,admin2_code,admin2_name,resource_hdx_id,gender,age_range,min_age,max_age,disabled_marker,sector_code,population_group,population_status,population,reference_period_start,reference_period_end,sector_name
517,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,Intersectoral,all,TGT,4779,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
518,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,PRO,all,INN,746,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
519,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,PRO,all,TGT,135,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
520,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,PRO-CPN,all,INN,189,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
521,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,PRO-CPN,all,TGT,95,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
522,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,PRO-GBV,all,INN,496,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
523,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,PRO-GBV,all,TGT,56,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
524,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,PRO-HLP,all,INN,351,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
525,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,PRO-HLP,all,TGT,14,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
526,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,PRO-MIN,all,INN,90,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
527,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,PRO-MIN,all,TGT,55,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
528,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,SHL,all,INN,767,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
529,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,65+,65.0,,all,SHL,all,TGT,559,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
530,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,EDU,all,INN,1691,2024-01-01 00:00:00,2024-12-31 23:59:59,Education
531,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,EDU,all,INN,56351,2024-01-01 00:00:00,2024-12-31 23:59:59,Education
532,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,EDU,all,TGT,9473,2024-01-01 00:00:00,2024-12-31 23:59:59,Education
533,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,FSC,IDP,INN,116,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
534,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,FSC,IDP,TGT,116,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
535,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,FSC,all,INN,9062,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
536,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,FSC,all,INN,103723,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
537,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,FSC,all,TGT,9062,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
538,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,FSC,all,TGT,103723,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
539,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,HEA,all,INN,15101,2024-01-01 00:00:00,2024-12-31 23:59:59,Health
540,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,HEA,all,INN,172871,2024-01-01 00:00:00,2024-12-31 23:59:59,Health
541,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,HEA,all,TGT,14346,2024-01-01 00:00:00,2024-12-31 23:59:59,Health
542,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,HEA,all,TGT,164227,2024-01-01 00:00:00,2024-12-31 23:59:59,Health
543,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,Intersectoral,IDP,INN,232,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
544,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,Intersectoral,IDP,TGT,162,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
545,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,Intersectoral,all,INN,22216,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
546,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,Intersectoral,all,INN,172871,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
547,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,Intersectoral,all,TGT,14346,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
548,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,Intersectoral,all,TGT,164227,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
549,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,NUT,all,INN,4520,2024-01-01 00:00:00,2024-12-31 23:59:59,Nutrition
550,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,NUT,all,INN,51740,2024-01-01 00:00:00,2024-12-31 23:59:59,Nutrition
551,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,NUT,all,TGT,38569,2024-01-01 00:00:00,2024-12-31 23:59:59,Nutrition
552,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO,IDP,INN,232,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
553,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO,IDP,TGT,162,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
554,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO,all,INN,22216,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
555,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO,all,INN,160758,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
556,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO,all,TGT,5338,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
557,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO,all,TGT,43405,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
558,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-CPN,IDP,INN,107,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
559,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-CPN,IDP,TGT,70,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
560,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-CPN,all,INN,10676,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
561,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-CPN,all,INN,71171,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
562,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-CPN,all,TGT,5338,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
563,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-CPN,all,TGT,35587,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
564,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-GBV,IDP,INN,66,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
565,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-GBV,IDP,TGT,7,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
566,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-GBV,all,INN,14517,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
567,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-GBV,all,INN,96778,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
568,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-GBV,all,TGT,1506,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
569,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-GBV,all,TGT,10037,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
570,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-HLP,IDP,INN,47,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
571,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-HLP,IDP,TGT,2,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
572,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-HLP,all,INN,10604,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
573,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-HLP,all,INN,70692,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
574,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-HLP,all,TGT,413,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
575,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-HLP,all,TGT,2753,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
576,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-MIN,IDP,INN,232,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
577,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-MIN,IDP,TGT,69,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
578,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-MIN,all,INN,2700,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
579,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-MIN,all,INN,18000,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
580,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-MIN,all,TGT,1745,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
581,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-MIN,all,TGT,11635,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
582,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,SHL,IDP,INN,105,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
583,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,SHL,IDP,TGT,105,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
584,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,SHL,all,INN,2596,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
585,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,SHL,all,INN,30567,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
586,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,SHL,all,TGT,1893,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
587,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,SHL,all,TGT,22292,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
588,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,WSH,all,INN,4545,2024-01-01 00:00:00,2024-12-31 23:59:59,Water Sanitation Hygiene
589,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,WSH,all,TGT,2954,2024-01-01 00:00:00,2024-12-31 23:59:59,Water Sanitation Hygiene
590,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,EDU,all,INN,9666,2024-01-01 00:00:00,2024-12-31 23:59:59,Education
591,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,EDU,all,TGT,1625,2024-01-01 00:00:00,2024-12-31 23:59:59,Education
592,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,FSC,IDP,INN,271,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
593,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,FSC,IDP,TGT,271,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
594,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,FSC,all,INN,8833,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
595,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,FSC,all,TGT,8833,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
596,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,HEA,all,INN,14721,2024-01-01 00:00:00,2024-12-31 23:59:59,Health
597,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,HEA,all,TGT,13985,2024-01-01 00:00:00,2024-12-31 23:59:59,Health
598,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,Intersectoral,IDP,INN,542,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
599,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,Intersectoral,IDP,TGT,379,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
600,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,Intersectoral,all,INN,14721,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
601,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,Intersectoral,all,TGT,13985,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
602,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,NUT,all,INN,6645,2024-01-01 00:00:00,2024-12-31 23:59:59,Nutrition
603,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,NUT,all,TGT,5171,2024-01-01 00:00:00,2024-12-31 23:59:59,Nutrition
604,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO,IDP,INN,542,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
605,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO,IDP,TGT,379,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
606,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO,all,INN,14721,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
607,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO,all,TGT,5141,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
608,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-CPN,IDP,INN,434,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
609,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-CPN,IDP,TGT,282,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
610,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-CPN,all,INN,9208,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
611,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-CPN,all,TGT,4605,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
612,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-GBV,IDP,INN,271,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
613,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-GBV,IDP,TGT,27,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
614,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-GBV,all,INN,14721,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
615,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-GBV,all,TGT,1472,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
616,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-HLP,IDP,INN,102,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
617,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-HLP,IDP,TGT,4,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
618,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-HLP,all,INN,6105,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
619,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-HLP,all,TGT,238,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
620,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-MIN,IDP,INN,542,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
621,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-MIN,IDP,TGT,163,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
622,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-MIN,all,INN,2000,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
623,1,AFG,Afghanistan,False,False,1,AF01,Kabul,3,AF0103,Chahar Asyab,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-MIN,all,TGT,1525,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
