,location_ref,location_code,location_name,admin1_is_unspecified,admin2_is_unspecified,admin1_ref,admin1_code,admin1_name,admin2_ref,admin2_code,admin2_name,resource_hdx_id,gender,age_range,min_age,max_age,disabled_marker,sector_code,population_group,population_status,population,reference_period_start,reference_period_end,sector_name
254,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,EDU,all,TGT,135054,2024-01-01 00:00:00,2024-12-31 23:59:59,Education
255,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,FSC,REF,INN,409,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
256,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,FSC,REF,TGT,409,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
257,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,FSC,IDP,INN,7901,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
258,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,FSC,IDP,TGT,7901,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
259,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,FSC,all,INN,129258,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
260,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,FSC,all,INN,1479187,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
261,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,FSC,all,TGT,129258,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
262,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,FSC,all,TGT,1479187,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
263,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,HEA,all,INN,172283,2024-01-01 00:00:00,2024-12-31 23:59:59,Health
264,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,HEA,all,INN,1972250,2024-01-01 00:00:00,2024-12-31 23:59:59,Health
265,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,HEA,all,TGT,110752,2024-01-01 00:00:00,2024-12-31 23:59:59,Health
266,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,HEA,all,TGT,1267854,2024-01-01 00:00:00,2024-12-31 23:59:59,Health
267,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,Intersectoral,REF,INN,409,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
268,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,Intersectoral,REF,TGT,409,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
269,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,Intersectoral,IDP,INN,15801,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
270,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,Intersectoral,IDP,TGT,11050,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
271,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,Intersectoral,all,INN,316816,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
272,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,Intersectoral,all,INN,2293151,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
273,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,Intersectoral,all,TGT,129258,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
274,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,Intersectoral,all,TGT,1479187,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
275,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,NUT,all,INN,65601,2024-01-01 00:00:00,2024-12-31 23:59:59,Nutrition
276,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,NUT,all,INN,750979,2024-01-01 00:00:00,2024-12-31 23:59:59,Nutrition
277,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,NUT,all,TGT,583861,2024-01-01 00:00:00,2024-12-31 23:59:59,Nutrition
278,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO,REF,INN,406,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
279,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO,REF,TGT,406,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
280,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO,IDP,INN,15801,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
281,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO,IDP,TGT,11050,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
282,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO,all,INN,316816,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
283,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO,all,INN,2293151,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
284,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO,all,TGT,76564,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
285,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO,all,TGT,569656,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
286,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-CPN,REF,INN,278,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
287,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-CPN,REF,TGT,221,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
288,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-CPN,IDP,INN,7273,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
289,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-CPN,IDP,TGT,4727,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
290,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-CPN,all,INN,153127,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
291,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-CPN,all,INN,1020846,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
292,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-CPN,all,TGT,76564,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
293,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-CPN,all,TGT,510425,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
294,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-GBV,REF,INN,129,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
295,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-GBV,REF,TGT,13,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
296,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-GBV,IDP,INN,4511,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
297,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-GBV,IDP,TGT,467,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
298,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-GBV,all,INN,207574,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
299,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-GBV,all,INN,1383825,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
300,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-GBV,all,TGT,21546,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
301,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-GBV,all,TGT,143643,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
302,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-HLP,IDP,INN,3231,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
303,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-HLP,IDP,TGT,126,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
304,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-HLP,all,INN,151220,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
305,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-HLP,all,INN,1008131,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
306,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-HLP,all,TGT,5889,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
307,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-HLP,all,TGT,39259,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
308,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-MIN,IDP,INN,15801,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
309,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-MIN,IDP,TGT,4740,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
310,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-MIN,all,INN,16545,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
311,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-MIN,all,INN,124800,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
312,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,PRO-MIN,all,TGT,2808,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
313,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,PRO-MIN,all,TGT,27824,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
314,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,SHL,IDP,INN,7131,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
315,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,SHL,IDP,TGT,7131,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
316,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,SHL,all,INN,37024,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
317,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,SHL,all,INN,435916,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
318,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,y,SHL,all,TGT,7225,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
319,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,SHL,all,TGT,85068,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
320,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,WSH,all,INN,95410,2024-01-01 00:00:00,2024-12-31 23:59:59,Water Sanitation Hygiene
321,1,AFG,Afghanistan,False,False,1,AF01,Kabul,1,AF0101,Kabul,8e3931a5-452b-4583-9d02-2247a34e397b,all,ALL,,,all,WSH,all,TGT,62016,2024-01-01 00:00:00,2024-12-31 23:59:59,Water Sanitation Hygiene
322,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,EDU,all,INN,28144,2024-01-01 00:00:00,2024-12-31 23:59:59,Education
323,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,EDU,all,TGT,4731,2024-01-01 00:00:00,2024-12-31 23:59:59,Education
324,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,FSC,IDP,INN,31,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
325,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,FSC,IDP,TGT,31,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
326,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,FSC,all,INN,25719,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
327,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,FSC,all,TGT,25719,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
328,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,HEA,all,INN,42865,2024-01-01 00:00:00,2024-12-31 23:59:59,Health
329,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,HEA,all,TGT,40721,2024-01-01 00:00:00,2024-12-31 23:59:59,Health
330,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,Intersectoral,IDP,INN,62,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
331,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,Intersectoral,IDP,TGT,44,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
332,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,Intersectoral,all,INN,42865,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
333,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,Intersectoral,all,TGT,40721,2024-01-01 00:00:00,2024-12-31 23:59:59,Intersectoral
334,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,NUT,all,INN,16894,2024-01-01 00:00:00,2024-12-31 23:59:59,Nutrition
335,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,NUT,all,TGT,12594,2024-01-01 00:00:00,2024-12-31 23:59:59,Nutrition
336,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO,IDP,INN,62,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
337,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO,IDP,TGT,44,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
338,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO,all,INN,42865,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
339,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO,all,TGT,13934,2024-01-01 00:00:00,2024-12-31 23:59:59,Protection
340,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-CPN,IDP,INN,50,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
341,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-CPN,IDP,TGT,33,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
342,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-CPN,all,INN,26858,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
343,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-CPN,all,TGT,13430,2024-01-01 00:00:00,2024-12-31 23:59:59,Child Protection
344,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-GBV,IDP,INN,31,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
345,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-GBV,IDP,TGT,3,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
346,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-GBV,all,INN,42865,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
347,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-GBV,all,TGT,4286,2024-01-01 00:00:00,2024-12-31 23:59:59,Gender Based Violence
348,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-HLP,IDP,INN,12,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
349,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-HLP,all,INN,17752,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
350,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-HLP,all,TGT,691,2024-01-01 00:00:00,2024-12-31 23:59:59,"Housing, Land and Property"
351,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-MIN,IDP,INN,62,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
352,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-MIN,IDP,TGT,19,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
353,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-MIN,all,INN,4500,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
354,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,PRO-MIN,all,TGT,3113,2024-01-01 00:00:00,2024-12-31 23:59:59,Mine Action
355,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,SHL,IDP,INN,28,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
356,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,SHL,IDP,TGT,28,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
357,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,SHL,all,INN,7215,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
358,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,SHL,all,TGT,5374,2024-01-01 00:00:00,2024-12-31 23:59:59,Emergency Shelter and NFI
359,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,WSH,all,INN,1136,2024-01-01 00:00:00,2024-12-31 23:59:59,Water Sanitation Hygiene
360,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,0-17,0.0,17.0,all,WSH,all,TGT,739,2024-01-01 00:00:00,2024-12-31 23:59:59,Water Sanitation Hygiene
361,1,AFG,Afghanistan,False,False,1,AF01,Kabul,2,AF0102,Paghman,8e3931a5-452b-4583-9d02-2247a34e397b,f,18-64,18.0,64.0,all,FSC,IDP,INN,29,2024-01-01 00:00:00,2024-12-31 23:59:59,Food Security
